Test,Typ,Tid_ms,AntalProdukter
211,"Kategori: Sport",993,404
212,"Kategori: Sport",998,404
213,"Kategori: Elektronik",999,399
214,"Sökning: Sport",1005,399
215,"Sortering: price-asc",997,399
216,"Sökning: Sport",1002,399
217,"Sökning: Elektronik",1007,399
218,"Kategori: Elektronik",999,399
219,"Sökning: Apple",999,399
220,"Sortering: price-desc",998,399
221,"Sortering: name",988,399
222,"Kategori: Elektronik",997,399
223,"Sortering: Standard",999,399
224,"Kategori: Leksaker",1004,397
225,"Sökning: Sport",1003,397
226,"Sökning: LG",995,397
227,"Sortering: price-asc",997,397
228,"Kategori: Alla",998,2000
229,"Sökning: LG",103,2000
230,"Sökning: IKEA",112,2000
231,"Sortering: price-desc",324,2000
232,"Sökning: Samsung",114,2000
233,"Kategori: Elektronik",308,399
234,"Kategori: Sport",108,404
235,"Kategori: Sport",166,404
236,"Sökning: Nike",112,404
237,"Sökning: IKEA",104,404
238,"Sortering: Standard",327,404
239,"Sökning: Adidas",109,404
240,"Kategori: Kläder",183,392
241,"Kategori: Sport",391,404
242,"Kategori: Kläder",135,392
243,"Sortering: price-asc",166,392
244,"Sökning: Nike",113,392
245,"Sortering: name",173,392
246,"Kategori: Sport",154,404
247,"Kategori: Alla",300,2000
248,"Sökning: Sony",102,2000
249,"Sökning: Elektronik",102,2000
250,"Kategori: Leksaker",293,397
251,"Sökning: Elektronik",101,397
252,"Sökning: Elektronik",102,397
253,"Sortering: price-desc",184,397
254,"Kategori: Sport",137,404
255,"Sortering: price-desc",175,404
256,"Kategori: Kläder",178,392
257,"Kategori: Hem & Trädgård",178,408
258,"Sökning: Samsung",110,408
259,"Sortering: price-desc",173,408
260,"Sortering: Standard",181,408
261,"Kategori: Alla",255,2000
262,"Sökning: Samsung",107,2000
263,"Sortering: price-asc",332,2000
264,"Sortering: price-asc",121,2000
265,"Kategori: Sport",292,404
266,"Sökning: Nike",114,404
267,"Sortering: Standard",175,404
268,"Sökning: Nike",107,404
269,"Sortering: price-asc",178,404
270,"Sortering: name",141,404
271,"Sortering: Standard",177,404
272,"Kategori: Leksaker",143,397
273,"Sökning: Sony",103,397
274,"Sökning: IKEA",111,397
275,"Kategori: Kläder",172,392
276,"Kategori: Elektronik",151,399
277,"Sökning: Sport",111,399
278,"Kategori: Hem & Trädgård",178,408
279,"Sortering: Standard",132,408
280,"Sökning: Apple",112,408
281,"Sökning: Sony",111,408
282,"Sortering: price-desc",177,408
283,"Kategori: Alla",159,2000
284,"Sökning: Adidas",114,2000
285,"Sortering: name",338,2000
286,"Kategori: Hem & Trädgård",139,408
287,"Sortering: price-desc",174,408
288,"Kategori: Alla",151,2000
289,"Kategori: Elektronik",278,399
290,"Kategori: Sport",107,404
291,"Sortering: price-desc",171,404
292,"Sortering: Standard",175,404
293,"Sökning: LG",103,404
294,"Kategori: Kläder",171,392
295,"Sortering: Standard",143,392
296,"Kategori: Hem & Trädgård",177,408
297,"Sortering: price-desc",135,408
298,"Sortering: price-asc",173,408
299,"Kategori: Elektronik",146,399
300,"Sortering: name",189,399
301,"Kategori: Alla",168,2000
302,"Sortering: Standard",319,2000
303,"Sökning: Nike",113,2000
304,"Kategori: Elektronik",288,399
305,"Kategori: Sport",118,404
306,"Sortering: name",176,404
307,"Sökning: Sony",102,404
308,"Kategori: Sport",172,404
309,"Sökning: LG",101,404
310,"Kategori: Leksaker",176,397
311,"Sortering: price-desc",145,397
312,"Kategori: Elektronik",180,399
313,"Sortering: name",146,399
314,"Sortering: price-asc",178,399
315,"Kategori: Sport",146,404
316,"Sortering: price-asc",173,404
317,"Sökning: Sport",110,404
318,"Sökning: H&M",109,404
319,"Sökning: IKEA",109,404
320,"Sökning: H&M",101,404
321,"Kategori: Sport",106,404
322,"Sökning: Sony",109,404
323,"Kategori: Leksaker",179,397
324,"Kategori: Leksaker",136,397
325,"Sökning: Nike",113,397
326,"Kategori: Leksaker",102,397
327,"Sortering: Standard",175,397
328,"Sortering: name",145,397
329,"Kategori: Hem & Trädgård",189,408
330,"Sortering: Standard",143,408
331,"Sökning: Elektronik",104,408
332,"Kategori: Elektronik",180,399
333,"Sökning: LG",100,399
334,"Sökning: Elektronik",103,399
335,"Kategori: Alla",263,2000
336,"Sortering: Standard",117,2000
337,"Sökning: Samsung",114,2000
338,"Sökning: Nike",111,2000
339,"Sökning: Nike",114,2000
340,"Sökning: Elektronik",114,2000
341,"Kategori: Leksaker",303,397
342,"Sortering: name",114,397
343,"Kategori: Leksaker",171,397
344,"Sortering: Standard",173,397
345,"Sökning: Samsung",115,397
346,"Kategori: Hem & Trädgård",175,408
347,"Kategori: Elektronik",146,399
348,"Sortering: name",181,399
349,"Sökning: IKEA",106,399
350,"Kategori: Hem & Trädgård",182,408
351,"Kategori: Hem & Trädgård",1000,408
352,"Sökning: Apple",996,408
353,"Sökning: IKEA",997,408
354,"Kategori: Alla",1001,2000
355,"Kategori: Leksaker",1003,397
356,"Sökning: Samsung",1003,397
357,"Kategori: Elektronik",1011,399
358,"Sortering: Standard",999,399
359,"Sökning: IKEA",106,399
360,"Kategori: Sport",187,404
361,"Kategori: Hem & Trädgård",147,408
362,"Kategori: Sport",178,404
363,"Sortering: price-asc",147,404
364,"Kategori: Leksaker",179,397
365,"Sortering: Standard",150,397
366,"Sökning: Samsung",109,397
367,"Sortering: name",178,397
368,"Sortering: price-asc",150,397
369,"Kategori: Leksaker",171,397
370,"Kategori: Sport",167,404
371,"Sortering: price-asc",167,404
372,"Sortering: name",177,404
373,"Sökning: Elektronik",113,404
374,"Kategori: Elektronik",175,399
375,"Sökning: LG",106,399
376,"Sökning: LG",113,399
377,"Sortering: price-asc",171,399
378,"Sortering: price-desc",143,399
379,"Kategori: Hem & Trädgård",176,408
380,"Kategori: Hem & Trädgård",144,408
381,"Kategori: Leksaker",170,397
382,"Sökning: Sport",108,397
383,"Kategori: Hem & Trädgård",181,408
384,"Sortering: Standard",143,408
385,"Sökning: Nike",111,408
386,"Kategori: Elektronik",172,399
387,"Kategori: Hem & Trädgård",148,408
388,"Sökning: Adidas",108,408
389,"Kategori: Leksaker",180,397
390,"Sökning: H&M",105,397
391,"Sortering: name",174,397
392,"Sökning: Sony",113,397
393,"Sökning: Adidas",105,397
394,"Sortering: name",178,397
395,"Sortering: price-desc",175,397
396,"Sortering: name",181,397
397,"Sortering: price-asc",149,397
398,"Sökning: Elektronik",115,397
399,"Kategori: Kläder",176,392
400,"Sökning: Samsung",114,392
401,"Sökning: Nike",116,392
402,"Sökning: Sport",107,392
403,"Sortering: Standard",170,392
404,"Sortering: price-desc",147,392
405,"Sökning: Nike",114,392
406,"Sökning: LG",112,392
407,"Sortering: price-desc",178,392
408,"Sortering: price-asc",181,392
409,"Kategori: Sport",172,404
410,"Sökning: Nike",103,404
411,"Kategori: Leksaker",176,397
412,"Kategori: Alla",171,2000
413,"Kategori: Hem & Trädgård",281,408
414,"Kategori: Leksaker",121,397
415,"Sökning: Elektronik",101,397
416,"Sortering: Standard",184,397
417,"Sökning: Sport",111,397
418,"Kategori: Alla",261,2000
419,"Sökning: IKEA",115,2000
420,"Sökning: Nike",104,2000
421,"Sortering: price-asc",339,2000
422,"Sökning: Nike",114,2000
423,"Sortering: price-asc",264,2000
424,"Sökning: Apple",113,2000
425,"Kategori: Hem & Trädgård",280,408
426,"Sortering: price-asc",993,408
427,"Sökning: H&M",1001,408
428,"Sortering: price-desc",1005,408
429,"Kategori: Elektronik",988,399
430,"Sökning: Elektronik",990,399
431,"Sortering: price-desc",1007,399
432,"Sortering: price-desc",1003,399
433,"Sortering: price-asc",1008,399
434,"Sökning: IKEA",1006,399
435,"Kategori: Sport",999,404
436,"Sortering: price-asc",4012,404
437,"Sortering: name",8538,404
438,"Sökning: Nike",663,404
439,"Sökning: LG",996,404
440,"Sortering: price-desc",8205,404
441,"Kategori: Sport",9561,404
442,"Sökning: Adidas",993,404
443,"Kategori: Hem & Trädgård",60004,408
444,"Sortering: price-asc",59997,408
445,"Sortering: price-asc",180,408
446,"Kategori: Hem & Trädgård",114,408
447,"Sortering: price-asc",106,408
448,"Sortering: price-desc",182,408
449,"Kategori: Alla",183,2000
450,"Sökning: Adidas",110,2000
451,"Sökning: IKEA",109,2000
452,"Sökning: Sport",108,2000
453,"Sortering: name",326,2000
454,"Sortering: price-asc",194,2000
455,"Kategori: Leksaker",256,397
456,"Sortering: price-asc",104,397
457,"Sortering: Standard",164,397
458,"Kategori: Leksaker",135,397
459,"Sökning: H&M",103,397
460,"Sortering: Standard",105,397
461,"Sökning: Samsung",104,397
462,"Kategori: Kläder",182,392
463,"Sökning: IKEA",103,392
464,"Kategori: Sport",167,404
465,"Kategori: Elektronik",136,399
466,"Kategori: Sport",164,404
467,"Sökning: IKEA",102,404
468,"Sortering: price-desc",171,404
469,"Kategori: Kläder",138,392
470,"Sökning: Adidas",105,392
471,"Sökning: Samsung",106,392
472,"Sortering: price-asc",161,392
473,"Kategori: Sport",146,404
474,"Kategori: Alla",238,2000
475,"Sökning: Elektronik",105,2000
476,"Kategori: Hem & Trädgård",259,408
477,"Sortering: name",122,408
478,"Sortering: price-asc",162,408
479,"Sortering: price-asc",125,408
480,"Sortering: name",173,408
481,"Sortering: name",136,408
482,"Sortering: name",113,408
483,"Sortering: price-asc",174,408
484,"Kategori: Leksaker",138,397
485,"Kategori: Kläder",170,392
486,"Sortering: Standard",138,392
487,"Sortering: price-desc",165,392
488,"Sökning: IKEA",117,392
489,"Sökning: Elektronik",102,392
490,"Sortering: price-desc",192,392
491,"Sortering: Standard",162,392
492,"Sökning: IKEA",101,392
493,"Kategori: Hem & Trädgård",162,408
494,"Kategori: Kläder",147,392
495,"Kategori: Kläder",162,392
496,"Kategori: Hem & Trädgård",160,408
497,"Sortering: price-desc",180,408
498,"Sökning: H&M",104,408
499,"Sökning: LG",108,408
500,"Sortering: price-desc",175,408
501,"Sortering: price-asc",175,408
502,"Kategori: Elektronik",168,399
503,"Kategori: Hem & Trädgård",143,408
504,"Sökning: LG",110,408
505,"Kategori: Elektronik",163,399
506,"Sortering: name",143,399
507,"Sortering: price-asc",160,399
508,"Sortering: name",135,399
509,"Kategori: Sport",161,404
510,"Kategori: Alla",151,2000
511,"Kategori: Alla",230,2000
512,"Sortering: Standard",179,2000
513,"Sortering: Standard",225,2000
514,"Sortering: name",185,2000
515,"Sökning: Apple",102,2000
516,"Sortering: price-asc",295,2000
517,"Kategori: Kläder",136,392
518,"Kategori: Leksaker",152,397
519,"Kategori: Hem & Trädgård",133,408
520,"Sortering: price-asc",151,408
521,"Sortering: name",167,408
522,"Sökning: Apple",114,408
523,"Kategori: Leksaker",166,397
524,"Kategori: Sport",137,404
525,"Sortering: name",158,404
526,"Sökning: IKEA",109,404
527,"Sökning: H&M",114,404
528,"Sortering: name",112,404
529,"Kategori: Hem & Trädgård",169,408
530,"Sortering: price-desc",130,408
531,"Kategori: Sport",164,404
532,"Sökning: Elektronik",112,404
533,"Kategori: Alla",237,2000
534,"Sökning: IKEA",106,2000
535,"Sökning: Apple",103,2000
536,"Kategori: Kläder",280,392
537,"Sökning: Sport",109,392
538,"Sökning: Nike",103,392
539,"Kategori: Leksaker",159,397
540,"Kategori: Kläder",140,392
541,"Sortering: price-desc",159,392
542,"Sortering: Standard",159,392
543,"Sökning: Apple",109,392
544,"Kategori: Sport",166,404
545,"Kategori: Kläder",139,392
546,"Sökning: IKEA",103,392
547,"Sortering: price-asc",164,392
548,"Sortering: Standard",136,392
549,"Sökning: Sport",115,392
550,"Sökning: LG",111,392
551,"Kategori: Alla",248,2000
552,"Sortering: price-desc",215,2000
553,"Sortering: price-asc",316,2000
554,"Sortering: price-asc",115,2000
555,"Sökning: Apple",105,2000
556,"Sortering: price-asc",102,2000
557,"Sökning: Nike",106,2000
558,"Sökning: LG",111,2000
559,"Sökning: Apple",104,2000
560,"Sortering: name",370,2000
561,"Sökning: Elektronik",110,2000
562,"Sökning: Samsung",101,2000
563,"Kategori: Hem & Trädgård",254,408
564,"Sortering: price-asc",119,408
565,"Sortering: price-desc",161,408
566,"Sökning: Apple",114,408
567,"Sortering: name",160,408
568,"Sortering: name",125,408
569,"Sökning: Sony",112,408
570,"Kategori: Leksaker",172,397
571,"Sökning: Sony",112,397
572,"Kategori: Kläder",167,392
573,"Sortering: price-asc",145,392
574,"Sökning: Apple",109,392
575,"Kategori: Leksaker",163,397
576,"Sökning: Adidas",103,397
577,"Kategori: Hem & Trädgård",166,408
578,"Sökning: Sport",103,408
579,"Kategori: Alla",244,2000
580,"Sortering: price-desc",193,2000
581,"Sortering: price-desc",225,2000
582,"Sökning: H&M",102,2000
583,"Sökning: Nike",115,2000
584,"Sortering: name",326,2000
585,"Sortering: price-desc",274,2000
586,"Sortering: name",325,2000
587,"Sökning: Nike",114,2000
588,"Sökning: Sport",109,2000
589,"Sortering: price-desc",306,2000
590,"Kategori: Hem & Trädgård",136,408
591,"Kategori: Sport",164,404
592,"Kategori: Hem & Trädgård",132,408
593,"Kategori: Kläder",157,392
594,"Sökning: IKEA",112,392
595,"Kategori: Hem & Trädgård",159,408
596,"Sökning: Nike",102,408
597,"Kategori: Elektronik",153,399
598,"Sökning: Apple",102,399
599,"Sökning: Elektronik",106,399
600,"Sortering: price-asc",161,399
601,"Kategori: Hem & Trädgård",131,408
602,"Sortering: name",163,408
603,"Sökning: LG",101,408
604,"Sökning: Apple",111,408
605,"Kategori: Hem & Trädgård",163,408
606,"Kategori: Elektronik",161,399
607,"Kategori: Kläder",160,392
608,"Sökning: Nike",113,392
609,"Sortering: price-asc",161,392
610,"Kategori: Sport",132,404
611,"Sortering: Standard",165,404
612,"Sökning: LG",110,404
613,"Kategori: Kläder",165,392
614,"Sökning: IKEA",108,392
615,"Kategori: Hem & Trädgård",160,408
616,"Sortering: Standard",128,408
617,"Sökning: Nike",102,408
618,"Sortering: name",161,408
619,"Sökning: LG",114,408
620,"Sortering: Standard",161,408
621,"Sortering: price-asc",127,408
622,"Sortering: name",163,408
623,"Sortering: name",136,408
624,"Kategori: Kläder",163,392
625,"Kategori: Hem & Trädgård",133,408
626,"Kategori: Alla",246,2000
627,"Sökning: IKEA",103,2000
628,"Sortering: price-desc",329,2000
629,"Kategori: Alla",115,2000
630,"Sökning: Sport",105,2000
631,"Sortering: price-desc",105,2000
632,"Kategori: Elektronik",262,399
633,"Kategori: Kläder",122,392
634,"Kategori: Hem & Trädgård",160,408
635,"Sortering: name",142,408
636,"Sökning: IKEA",104,408
637,"Sortering: price-desc",165,408
638,"Kategori: Kläder",134,392
639,"Sökning: Elektronik",117,392
640,"Sortering: name",168,392
641,"Kategori: Sport",133,404
642,"Sökning: Elektronik",104,404
643,"Sortering: name",162,404
644,"Kategori: Sport",104,404
645,"Sortering: Standard",162,404
646,"Sökning: Sony",103,404
647,"Kategori: Leksaker",164,397
648,"Kategori: Sport",135,404
649,"Sortering: name",155,404
650,"Sortering: Standard",140,404
651,"Kategori: Alla",228,2000
652,"Sortering: name",180,2000
653,"Sortering: name",243,2000
654,"Sortering: price-desc",192,2000
655,"Kategori: Leksaker",245,397
656,"Kategori: Hem & Trädgård",118,408
657,"Sökning: H&M",103,408
658,"Sökning: Apple",113,408
659,"Kategori: Sport",167,404
660,"Kategori: Sport",131,404
661,"Kategori: Alla",245,2000
662,"Sökning: Sony",105,2000
663,"Kategori: Elektronik",243,399
664,"Sökning: Sport",111,399
665,"Sortering: price-desc",164,399
666,"Sortering: price-asc",164,399
667,"Sökning: Apple",111,399
668,"Sortering: price-asc",159,399
669,"Kategori: Kläder",157,392
670,"Kategori: Alla",238,2000
671,"Kategori: Leksaker",131,397
672,"Kategori: Hem & Trädgård",164,408
673,"Sortering: Standard",140,408
674,"Kategori: Hem & Trädgård",158,408
675,"Sökning: Apple",102,408
676,"Sortering: Standard",108,408
677,"Sortering: price-desc",161,408
678,"Sökning: Nike",110,408
679,"Kategori: Kläder",164,392
680,"Sökning: H&M",103,392
681,"Sortering: price-asc",164,392
682,"Sökning: Apple",112,392
683,"Kategori: Leksaker",164,397
684,"Sökning: Sport",114,397
685,"Sortering: price-asc",150,397
686,"Sökning: H&M",111,397
687,"Kategori: Elektronik",162,399
688,"Kategori: Elektronik",137,399
689,"Sortering: Standard",161,399
690,"Sökning: Nike",114,399
691,"Sökning: Elektronik",106,399
692,"Sortering: Standard",156,399
693,"Sortering: price-desc",162,399
694,"Sökning: Samsung",101,399
695,"Sökning: Elektronik",111,399
696,"Sortering: Standard",164,399
697,"Sortering: name",140,399
698,"Kategori: Elektronik",165,399
699,"Sökning: LG",105,399
700,"Sökning: IKEA",114,399
701,"Sökning: Adidas",111,399
702,"Sortering: price-asc",170,399
703,"Sortering: name",138,399
704,"Kategori: Sport",160,404
705,"Kategori: Elektronik",147,399
706,"Sortering: Standard",157,399
707,"Kategori: Sport",131,404
708,"Sökning: LG",111,404
709,"Sortering: price-asc",161,404
710,"Sortering: price-desc",137,404
711,"Sortering: price-desc",162,404
712,"Kategori: Elektronik",160,399
713,"Sökning: H&M",105,399
714,"Kategori: Alla",265,2000
715,"Sortering: price-desc",118,2000
716,"Kategori: Hem & Trädgård",258,408
717,"Sortering: Standard",117,408
718,"Sökning: Sony",102,408
719,"Kategori: Hem & Trädgård",162,408
720,"Sortering: price-desc",166,408
721,"Sökning: LG",104,408
722,"Sortering: price-desc",158,408
723,"Sökning: Nike",112,408
724,"Sökning: IKEA",113,408
725,"Sortering: Standard",165,408
726,"Kategori: Kläder",134,392
727,"Kategori: Hem & Trädgård",153,408
728,"Sökning: Adidas",103,408
729,"Sökning: Nike",112,408
730,"Kategori: Kläder",172,392
731,"Sortering: price-asc",143,392
732,"Sökning: Sony",102,392
733,"Sortering: price-desc",164,392
734,"Kategori: Sport",147,404
735,"Kategori: Hem & Trädgård",175,408
736,"Sökning: Elektronik",109,408
737,"Kategori: Leksaker",156,397
738,"Sökning: Sony",104,397
739,"Sortering: price-asc",171,397
740,"Sortering: price-asc",142,397
741,"Sortering: Standard",164,397
742,"Sortering: name",133,397
743,"Kategori: Kläder",157,392
744,"Kategori: Leksaker",132,397
745,"Kategori: Leksaker",167,397
746,"Kategori: Elektronik",170,399
747,"Kategori: Kläder",154,392
748,"Kategori: Elektronik",136,399
749,"Sortering: price-desc",166,399
750,"Sortering: Standard",135,399
751,"Kategori: Elektronik",164,399
752,"Sökning: LG",103,399
753,"Kategori: Hem & Trädgård",164,408
754,"Sökning: Samsung",111,408
755,"Sortering: price-asc",167,408
756,"Kategori: Hem & Trädgård",135,408
757,"Sökning: Sport",106,408
758,"Sökning: Sony",103,408
759,"Kategori: Hem & Trädgård",102,408
760,"Sortering: price-asc",111,408
761,"Sortering: name",156,408
762,"Sökning: Nike",108,408
763,"Kategori: Alla",235,2000
764,"Kategori: Alla",115,2000
765,"Kategori: Sport",247,404
766,"Sökning: Elektronik",103,404
767,"Kategori: Leksaker",166,397
768,"Kategori: Leksaker",131,397
769,"Kategori: Elektronik",161,399
770,"Kategori: Leksaker",134,397
771,"Sortering: price-desc",169,397
772,"Sortering: price-desc",129,397
773,"Sortering: Standard",161,397
774,"Kategori: Kläder",136,392
775,"Sökning: Apple",106,392
776,"Sortering: price-asc",161,392
777,"Sortering: Standard",142,392
778,"Kategori: Kläder",155,392
779,"Kategori: Sport",163,404
780,"Sökning: Sony",114,404
781,"Sortering: price-asc",166,404
782,"Kategori: Kläder",132,392
783,"Kategori: Kläder",150,392
784,"Sökning: Sony",102,392
785,"Kategori: Alla",236,2000
786,"Kategori: Elektronik",127,399
787,"Kategori: Sport",160,404
788,"Sökning: Samsung",112,404
789,"Sökning: Samsung",113,404
790,"Sökning: Elektronik",113,404
791,"Sortering: price-asc",158,404
792,"Kategori: Kläder",158,392
793,"Kategori: Leksaker",163,397
794,"Sortering: price-desc",146,397
795,"Sökning: Nike",112,397
796,"Kategori: Kläder",158,392
797,"Sortering: Standard",129,392
798,"Sökning: Nike",113,392
799,"Kategori: Alla",239,2000
800,"Sortering: price-desc",186,2000
801,"Sortering: price-desc",228,2000
802,"Kategori: Kläder",138,392
803,"Sortering: price-asc",161,392
804,"Sökning: H&M",114,392
805,"Sökning: Sport",112,392
806,"Kategori: Hem & Trädgård",161,408
807,"Sortering: Standard",130,408
808,"Kategori: Elektronik",159,399
809,"Sökning: Samsung",111,399
810,"Sortering: price-desc",164,399
811,"Sökning: Elektronik",103,399
812,"Sökning: Sport",116,399
813,"Sortering: Standard",165,399
814,"Sortering: Standard",135,399
815,"Sortering: Standard",100,399
816,"Kategori: Hem & Trädgård",167,408
817,"Sortering: name",136,408
818,"Kategori: Hem & Trädgård",160,408
819,"Sortering: name",104,408
820,"Sökning: Adidas",104,408
